@RELATION word_relatedness

@ATTRIBUTE measure_1 NUMERIC
@ATTRIBUTE measure_2 NUMERIC
@ATTRIBUTE measure_3 NUMERIC
@ATTRIBUTE measure_4 NUMERIC
@ATTRIBUTE measure_5 NUMERIC
@ATTRIBUTE measure_6 NUMERIC
@ATTRIBUTE measure_7 NUMERIC
@ATTRIBUTE measure_8 NUMERIC
@ATTRIBUTE measure_9 NUMERIC
@ATTRIBUTE measure_10 NUMERIC
@ATTRIBUTE measure_11 NUMERIC
@ATTRIBUTE measure_12 NUMERIC
@ATTRIBUTE measure_13 NUMERIC
@ATTRIBUTE measure_14 NUMERIC
@ATTRIBUTE measure_15 NUMERIC
@ATTRIBUTE measure_16 NUMERIC
@ATTRIBUTE measure_17 NUMERIC
@ATTRIBUTE measure_18 NUMERIC
@ATTRIBUTE measure_19 NUMERIC
@ATTRIBUTE measure_20 NUMERIC
@ATTRIBUTE measure_21 NUMERIC
@ATTRIBUTE measure_22 NUMERIC
@ATTRIBUTE measure_23 NUMERIC
@ATTRIBUTE measure_24 NUMERIC
@ATTRIBUTE class {TRUE,FALSE}

@DATA
290163.0,3.0E-4,22574.1594,14.9783,27020.6033,0.0,474.8994,0.8252,0.5757,0.5757,0.1412,1.0E-4,0.0064,0.0064,48.62,-0.0049,0.0127,0.0127,1.9597,-0.0098,142437.2279,1.769,0.0,0.0,FALSE
3557950.0,0.004,30831.2947,31.071,563942.5406,6.0E-4,484.8312,1.0566,0.7501,0.7501,0.2024,9.0E-4,0.0046,0.0046,25.6062,-0.0109,0.0092,0.0092,1.9248,-0.0221,1738042.7326,2.8712,0.0,0.0,FALSE
2300432.0,0.0026,35469.9765,27.8217,338944.9356,4.0E-4,535.3054,1.2773,0.7976,0.7976,0.2482,0.0088,0.021,0.021,12.6361,0.0,0.0411,0.0411,1.8533,0.0,1069094.1565,3.1256,0.0,0.0,FALSE
3263357.0,0.0036,48759.3542,29.1107,685152.0556,8.0E-4,605.6834,0.7113,0.7474,0.7474,0.2955,0.0383,0.1794,0.1794,7.9014,0.0045,0.3043,0.3043,1.7753,0.0089,1266643.4001,4.5141,0.0,0.0,FALSE
3.4440076E7,0.0385,35514.3716,32.219,8506870.753,0.0095,438.4022,0.709,0.5031,0.5031,0.2181,0.0119,0.064,0.064,15.9988,-0.0418,0.1204,0.1204,1.8823,-0.0873,1.48307558459E7,3.9302,0.0,0.0,FALSE
4615618.0,0.0052,32157.6775,39.6103,697216.0048,8.0E-4,486.0869,1.2644,0.5449,0.5449,0.202,0.0045,0.0058,0.0058,23.2394,-0.0077,0.0115,0.0115,1.9175,-0.0156,2246932.4042,3.1433,0.0,0.0,FALSE
764208.0,9.0E-4,57252.6515,34.0337,37245.6788,0.0,702.7138,0.7986,0.7335,0.7335,0.319,0.0051,0.1303,0.1303,7.7589,7.0E-4,0.2306,0.2306,1.7717,0.0014,326910.2498,5.0775,0.0,0.0,FALSE
2789289.0,0.0031,44310.5526,30.7018,194338.7226,2.0E-4,567.2158,0.6818,0.8558,0.8558,0.3043,0.0334,0.2512,0.2512,7.9123,0.0094,0.4015,0.4015,1.7756,0.0187,1122696.9314,4.4617,0.0,0.0,FALSE
1166715.0,0.0013,57733.0581,31.9712,111832.387,1.0E-4,696.1156,0.7278,0.6743,0.6743,0.2807,0.0034,0.0987,0.0987,9.3073,-0.0042,0.1796,0.1796,1.806,-0.0084,508377.9798,5.1342,0.0,0.0,FALSE
284066.0,3.0E-4,35118.1147,24.055,15760.6355,0.0,576.4735,0.9385,0.8376,0.8376,0.2583,4.0E-4,0.0974,0.0974,11.2191,0.0,0.1775,0.1775,1.8363,0.0,125555.0021,2.8727,0.0,0.0,FALSE
1214702.0,0.0014,45214.7526,26.7236,110049.0907,1.0E-4,617.4031,0.9384,0.6482,0.6482,0.2532,9.0E-4,0.0659,0.0659,11.8894,-0.0069,0.1237,0.1237,1.8448,-0.0138,547669.6679,3.8579,0.0,0.0,FALSE
8984493.0,0.01,44216.526,32.4899,879166.3409,0.001,535.2089,0.7056,0.7098,0.7098,0.2546,0.0063,0.1448,0.1448,10.4668,-0.0221,0.253,0.253,1.8256,-0.0451,3800902.3924,4.2628,0.0,0.0,FALSE
141010.0,2.0E-4,14100.0084,13.7829,23913.8512,0.0,380.8275,0.7906,0.9383,0.9383,0.2952,0.1116,0.0835,0.0835,9.0077,0.0524,0.1542,0.1542,1.8002,0.0995,58678.0891,1.0795,0.0,0.0,FALSE
1187109.0,0.0013,53424.4256,32.2412,74073.1939,1.0E-4,662.1696,0.7853,0.8472,0.8472,0.3119,0.0098,0.1506,0.1506,7.8604,0.0028,0.2617,0.2617,1.7743,0.0056,488814.0479,4.9004,0.0,0.0,FALSE
80941.0,1.0E-4,7503.8879,13.2669,12105.7675,0.0,274.4047,0.8881,0.9027,0.9027,0.3548,0.0588,0.1196,0.1196,6.3221,0.039,0.2136,0.2136,1.7269,0.0751,33356.5095,0.6166,0.0,0.0,FALSE
1335909.0,0.0015,35721.8957,23.88,145165.4145,2.0E-4,541.3062,0.7335,0.4788,0.4788,0.2217,6.0E-4,0.0161,0.0161,18.1593,-0.008,0.0317,0.0317,1.8956,-0.0161,636748.6565,3.2102,0.0,0.0,FALSE
607602.0,7.0E-4,53334.5623,27.1085,37019.4975,0.0,688.5033,0.7169,0.799,0.799,0.3117,0.0016,0.1403,0.1403,7.8308,-0.0016,0.246,0.246,1.7735,-0.0031,256436.088,4.5131,0.0,0.0,FALSE
58626.0,1.0E-4,5141.8492,12.8939,12514.2255,0.0,242.0327,1.1556,0.7763,0.7763,0.0887,0.0,0.0054,0.0054,-522.4682,-9.0E-4,0.0108,0.0108,2.0038,-0.0018,28649.174,0.4037,0.0,0.0,FALSE
273640.0,3.0E-4,26611.8233,27.3339,34006.5973,0.0,501.3791,1.1129,0.9062,0.9062,0.3045,0.0474,0.0802,0.0802,9.5908,0.026,0.1486,0.1486,1.8112,0.0507,117539.0159,2.2887,0.0,0.0,FALSE
5233370.0,0.0059,33176.0844,14.6733,789380.8538,9.0E-4,498.7516,0.5731,0.5127,0.5127,0.1518,6.0E-4,0.0016,0.0016,36.319,-0.0353,0.0032,0.0032,1.9464,-0.0733,2592363.0571,2.6587,0.0,0.0,FALSE
1532831.0,0.0017,44309.7583,30.3445,163951.447,2.0E-4,598.981,0.858,0.7469,0.7469,0.3165,0.0125,0.0628,0.0628,8.13,0.0036,0.1183,0.1183,1.7809,0.0071,655894.0442,4.0018,0.0,0.0,TRUE
4484336.0,0.005,49136.5691,26.5047,591056.178,7.0E-4,611.1099,0.6087,0.8586,0.8586,0.3233,0.0721,0.0911,0.0911,7.5383,0.0198,0.1669,0.1669,1.7658,0.0388,1797319.8701,4.3241,0.0,0.0,FALSE
4723128.0,0.0053,51522.2843,28.3895,595509.8496,7.0E-4,618.6349,0.5892,0.7107,0.7107,0.2561,0.0018,0.0826,0.0826,11.0379,-0.0177,0.1526,0.1526,1.8339,-0.036,2014093.6328,4.7523,0.0,0.0,FALSE
605113.0,7.0E-4,42019.3156,24.3288,45933.4084,1.0E-4,615.5905,0.8235,0.589,0.589,0.268,0.0101,0.0654,0.0654,11.1374,0.0016,0.1227,0.1227,1.8352,0.0032,275484.6288,3.5029,0.0,0.0,FALSE
1.4660107E7,0.0164,47501.8228,38.2151,2687908.9725,0.003,588.1193,0.8842,0.679,0.679,0.2867,0.0088,0.0115,0.0115,12.4598,-0.015,0.0227,0.0227,1.8514,-0.0306,6949633.03,4.3991,0.0,0.0,FALSE
663005.0,7.0E-4,55777.998,41.9031,29061.1763,0.0,694.547,0.972,0.8647,0.8647,0.3132,0.001,0.1381,0.1381,8.5165,-0.0015,0.2427,0.2427,1.7898,-0.003,295344.2311,5.1412,0.0,0.0,FALSE
1093201.0,0.0012,52263.1913,27.1573,47695.4751,1.0E-4,649.0618,0.5994,0.8976,0.8976,0.3419,0.0103,0.2113,0.2113,6.748,0.0029,0.3489,0.3489,1.7419,0.0057,458935.4091,4.7965,0.0,0.0,FALSE
309670.0,3.0E-4,31481.5148,26.7649,29739.9156,0.0,542.8822,0.9162,0.8865,0.8865,0.3011,0.0064,0.1057,0.1057,8.3019,0.0069,0.1911,0.1911,1.785,0.0136,134717.4156,2.6895,0.0,0.0,FALSE
358450.0,4.0E-4,32552.8361,16.4135,32534.4937,0.0,561.1376,0.678,0.499,0.499,0.1844,2.0E-4,0.0209,0.0209,26.0652,-0.0052,0.041,0.041,1.9261,-0.0104,171096.4898,2.5878,0.0,0.0,FALSE
145784.0,2.0E-4,13685.8516,11.8912,27136.3191,0.0,381.2545,0.7873,0.2971,0.2971,0.1265,0.0,0.0031,0.0031,80.1279,-0.003,0.0062,0.0062,1.9753,-0.006,72101.588,1.0356,0.0,0.0,FALSE
771856.0,9.0E-4,42077.0588,28.6323,74832.8202,1.0E-4,604.9873,0.8742,0.8485,0.8485,0.2858,0.0028,0.1013,0.1013,9.7296,-0.0014,0.1839,0.1839,1.8136,-0.0028,333748.4881,3.7735,0.0,0.0,FALSE
4437347.0,0.005,34407.9938,26.5604,668437.4904,7.0E-4,507.2373,0.7988,0.7512,0.7512,0.2837,0.1276,0.0399,0.0399,9.6782,0.0444,0.0768,0.0768,1.8127,0.085,1974036.5041,3.1123,0.0,0.0,FALSE
652054.0,7.0E-4,48351.8208,28.0483,38058.26,0.0,658.0838,0.8299,0.7401,0.7401,0.2831,0.0022,0.0924,0.0924,9.4684,-0.0024,0.1691,0.1691,1.8089,-0.0049,291242.512,4.1118,0.0,0.0,FALSE
509559.0,6.0E-4,46199.0201,32.9365,22157.4395,0.0,641.5604,0.9492,0.743,0.743,0.3032,0.0025,0.1229,0.1229,8.8509,8.0E-4,0.2188,0.2188,1.797,0.0017,226833.7297,4.1039,0.0,0.0,FALSE
1858397.0,0.0021,42561.8167,26.0543,263803.6986,3.0E-4,586.8233,0.7595,0.6347,0.6347,0.2842,0.0069,0.0548,0.0548,9.6074,-0.0026,0.104,0.104,1.8115,-0.0052,821399.2217,3.8248,0.0,0.0,FALSE
706825.0,8.0E-4,53670.776,37.7875,29508.7471,0.0,680.9237,1.0661,0.6863,0.6863,0.2772,0.0014,0.1111,0.1111,9.883,-0.0012,0.2,0.2,1.8162,-0.0025,313144.5911,4.8793,0.0,0.0,FALSE
2963699.0,0.0033,34566.0202,19.4047,300746.8165,3.0E-4,525.7373,0.6163,0.8335,0.8335,0.2698,0.0806,0.0182,0.0182,10.827,0.0177,0.0357,0.0357,1.8309,0.0348,1383911.7202,2.8541,0.0,0.0,FALSE
1.2206842E7,0.0136,52190.2664,28.1607,1341563.2598,0.0015,617.5333,0.6888,0.7815,0.7815,0.2353,0.0034,0.023,0.023,13.3279,-0.0255,0.0449,0.0449,1.8604,-0.0524,5643458.2791,4.6376,0.0,0.0,FALSE
7814412.0,0.0087,50732.3512,31.5492,1320240.7744,0.0015,611.6993,0.7409,0.8775,0.8775,0.2629,0.0078,0.035,0.035,11.4799,-0.0162,0.0677,0.0677,1.8397,-0.0329,3527768.3073,4.71,0.0,0.0,FALSE
1707503.0,0.0019,45600.0549,36.6364,199844.7434,2.0E-4,610.4889,0.9262,0.7797,0.7797,0.2408,0.0095,0.0438,0.0438,12.0642,0.0021,0.084,0.084,1.8469,0.0042,774703.6796,4.224,0.0,0.0,FALSE
2214030.0,0.0025,47128.6239,36.8739,129134.8393,1.0E-4,596.2191,0.8431,0.8055,0.8055,0.305,0.0167,0.188,0.188,7.9834,0.0036,0.3165,0.3165,1.7774,0.0072,911890.205,4.6289,0.0,0.0,FALSE
97543.0,1.0E-4,17515.6094,16.0509,4902.0456,0.0,422.1381,0.8471,0.8676,0.8676,0.2644,7.0E-4,0.1437,0.1437,9.8291,0.0016,0.2513,0.2513,1.8153,0.0033,44633.6067,1.355,0.0,0.0,FALSE
1775850.0,0.002,49532.4828,32.7091,141575.0618,2.0E-4,621.7408,0.7305,0.8069,0.8069,0.3029,0.0131,0.181,0.181,8.3623,0.0024,0.3065,0.3065,1.7864,0.0048,715815.3835,4.7744,0.0,0.0,FALSE
224998.0,3.0E-4,19160.431,17.6861,42172.8398,0.0,441.4759,1.1147,0.931,0.931,0.2198,0.2141,0.1058,0.1058,15.4532,0.0981,0.1914,0.1914,1.8784,0.1786,91864.8002,1.4974,0.0,0.0,FALSE
81588.0,1.0E-4,7201.7901,14.9979,8427.2818,0.0,272.598,1.1484,0.8937,0.8937,0.2935,0.0904,0.1915,0.1915,7.3141,0.0596,0.3214,0.3214,1.7594,0.1125,32134.7931,0.58,0.0,0.0,FALSE
790859.0,9.0E-4,55015.9921,34.3785,44412.3947,0.0,677.1717,0.8096,0.9364,0.9364,0.3329,0.007,0.1515,0.1515,7.371,0.0025,0.2631,0.2631,1.7611,0.0049,334758.9097,5.0192,0.0,0.0,FALSE
5469301.0,0.0061,54099.94,32.74,767637.6118,9.0E-4,649.7602,0.7305,0.7091,0.7091,0.246,0.0046,0.0319,0.0319,12.2616,-0.0142,0.0618,0.0618,1.8492,-0.0288,2496666.2208,4.8587,0.0,0.0,FALSE
3484677.0,0.0039,51606.7193,28.201,397522.5299,4.0E-4,618.2163,0.6637,0.8828,0.8828,0.2511,0.0038,0.0905,0.0905,11.1181,-0.0114,0.1659,0.1659,1.835,-0.0231,1431187.7789,4.8191,0.0,0.0,FALSE
775906.0,9.0E-4,52647.7878,30.8719,58181.021,1.0E-4,664.2116,0.7861,0.8047,0.8047,0.3612,0.0404,0.1962,0.1962,6.1455,0.0206,0.3281,0.3281,1.7201,0.0403,311394.2361,4.7154,0.0,0.0,FALSE
360461.0,4.0E-4,37803.2737,28.9269,26579.0125,0.0,592.7437,1.0056,0.8237,0.8237,0.2762,0.0382,0.0653,0.0653,13.4418,0.011,0.1226,0.1226,1.8615,0.0217,158856.6265,3.2553,0.0,0.0,FALSE
5508181.0,0.0062,44319.5887,36.0009,583707.3114,7.0E-4,557.7552,0.7814,0.6106,0.6106,0.28,0.0488,0.131,0.131,9.0004,0.0021,0.2317,0.2317,1.8,0.0042,2248455.2835,4.3376,0.0,0.0,FALSE
5750230.0,0.0064,46341.9785,29.0443,562532.6793,6.0E-4,569.0175,0.6725,0.8788,0.8788,0.276,0.0135,0.1725,0.1725,8.8814,-0.0151,0.2943,0.2943,1.7976,-0.0306,2282347.4035,4.3529,0.0,0.0,FALSE
847636.0,9.0E-4,49648.5819,31.4509,60918.9342,1.0E-4,640.0766,0.7425,0.921,0.921,0.3797,0.0476,0.1776,0.1776,5.8811,0.0255,0.3016,0.3016,1.7094,0.0497,327844.9584,4.5523,0.0,0.0,FALSE
1.123049E7,0.0126,43091.8564,30.2088,1570889.0913,0.0018,551.8056,0.7092,0.9395,0.9395,0.3272,0.1209,0.0499,0.0499,8.2184,0.0382,0.095,0.095,1.783,0.0737,4766153.5779,4.0683,0.0,0.0,TRUE
60615.0,1.0E-4,6696.0102,15.2556,9031.864,0.0,269.9734,1.1374,0.8827,0.8827,0.2817,0.2149,0.1592,0.1592,8.5845,0.0887,0.2746,0.2746,1.7913,0.163,24100.9251,0.523,0.0,0.0,FALSE
1498271.0,0.0017,38509.2479,22.4636,192310.3314,2.0E-4,572.3934,0.864,0.5234,0.5234,0.1907,4.0E-4,0.012,0.012,22.4962,-0.0105,0.0237,0.0237,1.9149,-0.0212,718634.9869,3.1221,0.0,0.0,FALSE
203362.0,2.0E-4,20578.9402,23.0374,33107.7324,0.0,461.9014,1.5717,0.2666,0.2666,0.1465,0.0,0.0093,0.0093,93.5227,-0.0025,0.0184,0.0184,1.9788,-0.005,99596.1576,1.642,0.0,0.0,TRUE
2801330.0,0.0031,59139.5967,30.2651,279287.8486,3.0E-4,696.1324,0.7222,0.5749,0.5749,0.231,0.0015,0.0515,0.0515,12.2091,-0.0114,0.0979,0.0979,1.8486,-0.0231,1264958.0238,5.0462,0.0,0.0,FALSE
4054291.0,0.0045,53131.7989,26.967,221184.7124,2.0E-4,629.1043,0.6659,0.7036,0.7036,0.2424,0.0027,0.1445,0.1445,10.701,-0.0194,0.2525,0.2525,1.8291,-0.0396,1723576.6885,4.6408,0.0,0.0,FALSE
300454.0,3.0E-4,23628.4921,19.5858,37471.5548,0.0,470.1728,0.8496,0.786,0.786,0.279,9.0E-4,0.0917,0.0917,9.3448,-4.0E-4,0.1681,0.1681,1.8067,-8.0E-4,132977.108,1.9936,0.0,0.0,FALSE
2.060808E7,0.023,46747.3577,32.7632,3006131.9667,0.0034,568.7756,0.6291,0.9185,0.9185,0.2442,0.0071,0.0183,0.0183,14.6302,-0.0308,0.0359,0.0359,1.872,-0.0635,9603314.4529,4.4649,0.0,0.0,FALSE
3030159.0,0.0034,44852.7015,32.2019,283600.8664,3.0E-4,599.3372,0.9003,0.7759,0.7759,0.2902,0.0025,0.032,0.032,9.3699,-0.0072,0.0621,0.0621,1.8071,-0.0144,1382672.4498,3.9728,0.0,0.0,FALSE
369821.0,4.0E-4,42486.531,25.9782,30635.3181,0.0,628.8288,0.8565,0.414,0.414,0.2972,0.001,0.1133,0.1133,8.3582,-5.0E-4,0.2036,0.2036,1.7863,-0.001,158483.3572,3.5012,0.0,0.0,FALSE
4604928.0,0.0051,33149.3933,18.7371,651785.1014,7.0E-4,498.5274,0.5463,0.8016,0.8016,0.2428,0.0284,0.0107,0.0107,13.1719,-0.0032,0.0211,0.0211,1.8589,-0.0064,2199443.1497,2.8396,0.0,0.0,FALSE
4682876.0,0.0052,39931.8571,32.7992,640967.1053,7.0E-4,553.6932,1.3958,0.5384,0.5384,0.2606,0.0025,0.0152,0.0152,12.1378,-0.0093,0.03,0.03,1.8478,-0.0189,2207445.4938,3.5625,0.0,0.0,FALSE
766901.0,9.0E-4,49684.2029,44.6143,36710.887,0.0,645.2276,1.0082,0.9034,0.9034,0.3421,0.0522,0.1745,0.1745,7.4741,0.0176,0.2972,0.2972,1.764,0.0347,312808.9223,4.8084,0.0,0.0,FALSE
469642.0,5.0E-4,47565.4893,44.1691,18369.4358,0.0,650.9416,1.3349,0.8619,0.8619,0.38,0.0388,0.1999,0.1999,6.0622,0.0258,0.3331,0.3331,1.7168,0.0503,191216.3238,4.368,0.0,0.0,TRUE
3957566.0,0.0044,53113.6786,26.8877,348566.1569,4.0E-4,634.0233,0.5999,0.7764,0.7764,0.2643,0.0036,0.0842,0.0842,10.2645,-0.0158,0.1553,0.1553,1.8225,-0.0321,1688505.4702,4.7517,0.0,0.0,FALSE
686729.0,8.0E-4,36199.2553,20.7731,82738.1456,1.0E-4,569.6636,0.893,0.6705,0.6705,0.135,3.0E-4,0.0048,0.0048,76.0114,-0.0074,0.0095,0.0095,1.974,-0.0149,337220.195,3.0255,0.0,0.0,FALSE
1.4629687E7,0.0164,25954.1155,19.2633,2709678.8625,0.003,403.8387,0.8149,0.4843,0.4843,0.1394,0.0015,6.0E-4,6.0E-4,55.3056,-0.0467,0.0012,0.0012,1.9645,-0.098,7281340.9021,2.3762,0.0,0.0,FALSE
1346259.0,0.0015,35774.4563,23.7813,134780.2559,2.0E-4,555.9507,1.0637,0.6327,0.6327,0.1285,2.0E-4,0.0091,0.0091,60.9368,-0.0098,0.018,0.018,1.9677,-0.0198,654320.852,2.9903,0.0,0.0,FALSE
2856990.0,0.0032,47840.7928,34.1805,242030.6233,3.0E-4,611.0964,1.0276,0.8727,0.8727,0.3011,0.0048,0.0569,0.0569,8.774,-0.0019,0.1077,0.1077,1.7954,-0.0038,1246799.143,4.3416,0.0,0.0,FALSE
1.2116703E7,0.0135,29341.3696,23.3148,1397611.8601,0.0016,447.5819,1.1097,0.6494,0.6494,0.1259,4.0E-4,0.0016,0.0016,59.287,-0.033,0.0031,0.0031,1.9668,-0.0683,6001677.5069,2.5879,0.0,0.0,FALSE
1630154.0,0.0018,35237.7811,28.8338,205453.7426,2.0E-4,536.16,1.2858,0.8638,0.8638,0.263,0.0115,0.0324,0.0324,11.8234,0.0067,0.0628,0.0628,1.844,0.0133,740682.4424,3.1471,0.0,0.0,FALSE
6644756.0,0.0074,54756.5688,35.0067,621870.1774,7.0E-4,670.3125,0.8736,0.5276,0.5276,0.2108,0.0012,0.0253,0.0253,18.6735,-0.0213,0.0494,0.0494,1.8983,-0.0435,3120081.5214,4.9589,0.0,0.0,FALSE
6503701.0,0.0073,27540.7202,24.6081,639929.8527,7.0E-4,442.0025,0.7466,0.348,0.348,0.2253,0.0107,0.0062,0.0062,20.8832,-0.0197,0.0123,0.0123,1.9086,-0.0402,3176516.1888,2.7495,0.0,0.0,FALSE
3028517.0,0.0034,32054.284,19.949,341676.3018,4.0E-4,498.5105,0.8552,0.7314,0.7314,0.1594,7.0E-4,0.0033,0.0033,46.0383,-0.0217,0.0066,0.0066,1.9575,-0.0445,1489652.3482,2.7777,0.0,0.0,FALSE
39509.0,0.0,5335.6487,10.0069,5603.9626,0.0,238.8753,0.9917,0.9115,0.9115,0.3439,0.1149,0.2024,0.2024,5.889,0.073,0.3366,0.3366,1.7097,0.1361,15167.6412,0.3996,0.0,0.0,FALSE
1188489.0,0.0013,54234.791,41.2914,82132.6611,1.0E-4,675.0212,0.9307,0.6095,0.6095,0.2867,0.0029,0.1049,0.1049,9.6867,-0.001,0.1899,0.1899,1.8129,-0.002,517055.2578,5.1321,0.0,0.0,FALSE
4287772.0,0.0048,56036.2481,30.1828,508363.5148,6.0E-4,665.665,0.7021,0.6045,0.6045,0.2547,0.002,0.0387,0.0387,11.3614,-0.0144,0.0746,0.0746,1.8382,-0.0291,1948491.3236,4.862,0.0,0.0,FALSE
4138534.0,0.0046,55707.0409,31.2921,530750.6188,6.0E-4,662.8777,0.6976,0.6903,0.6903,0.2389,0.0048,0.0388,0.0388,12.5329,-0.013,0.0748,0.0748,1.8522,-0.0263,1869601.4484,4.961,0.0,0.0,FALSE
319859.0,4.0E-4,35476.7335,27.9729,20842.0402,0.0,589.5995,1.2904,0.7999,0.7999,0.2728,0.0482,0.0753,0.0753,12.9355,0.0218,0.1401,0.1401,1.8565,0.0427,141404.7745,2.8866,0.0,0.0,TRUE
833055.0,9.0E-4,33980.2476,16.4195,105071.2611,1.0E-4,547.396,0.4786,0.4269,0.4269,0.0404,0.0037,2.0E-4,2.0E-4,-164.5806,-0.0115,4.0E-4,4.0E-4,2.0122,-0.0233,416116.9589,2.9601,0.0,0.0,FALSE
234892.0,3.0E-4,18712.8266,21.2301,36462.0434,0.0,428.5282,1.0646,0.9265,0.9265,0.3429,0.1461,0.1558,0.1558,7.3386,0.0673,0.2697,0.2697,1.7602,0.1261,90120.5656,1.5352,0.0,0.0,FALSE
864189.0,0.001,38994.3924,17.6803,98912.0095,1.0E-4,586.5279,0.5084,0.5409,0.5409,0.1956,0.0013,0.0189,0.0189,19.0675,-0.0082,0.0371,0.0371,1.9003,-0.0165,407884.1564,3.2237,0.0,0.0,FALSE
1623467.0,0.0018,49457.5674,28.6934,141452.9372,2.0E-4,653.8525,1.3782,0.5949,0.5949,0.2057,2.0E-4,0.0333,0.0333,15.4098,-0.0095,0.0644,0.0644,1.8781,-0.0192,750883.8947,3.9944,0.0,0.0,FALSE
2816453.0,0.0031,53642.2691,25.9987,178395.7805,2.0E-4,645.8373,0.635,0.8725,0.8725,0.2821,0.0055,0.1381,0.1381,8.8176,-0.0103,0.2426,0.2426,1.7963,-0.0208,1181308.671,4.7231,0.0,0.0,FALSE
4622057.0,0.0052,47975.3227,27.6056,342546.5836,4.0E-4,583.6702,0.6371,0.8646,0.8646,0.2691,0.0134,0.1901,0.1901,9.1409,-0.0139,0.3194,0.3194,1.8028,-0.0282,1851395.2975,4.4418,0.0,0.0,FALSE
3069462.0,0.0034,43733.7323,34.0739,291093.025,3.0E-4,588.5227,0.9953,0.7523,0.7523,0.283,0.0018,0.0275,0.0275,10.1053,-0.0087,0.0536,0.0536,1.8199,-0.0175,1410061.937,3.9404,0.0,0.0,FALSE
2529123.0,0.0028,47284.6299,45.1709,203881.6741,2.0E-4,589.6775,0.9753,0.3585,0.3585,0.2157,0.0029,0.0579,0.0579,17.8269,-0.0044,0.1095,0.1095,1.8938,-0.0089,1138275.3534,5.0819,0.0,0.0,FALSE
1013121.0,0.0011,53633.0092,29.9635,46138.9127,1.0E-4,665.517,0.6828,0.902,0.902,0.3225,0.0125,0.1974,0.1974,7.2908,0.0048,0.3296,0.3296,1.7588,0.0096,433229.3958,4.8967,0.0,0.0,FALSE
1097821.0,0.0012,48853.0179,31.2559,101983.3811,1.0E-4,641.0961,0.7536,0.8851,0.8851,0.2865,0.0035,0.0933,0.0933,9.2412,-0.0012,0.1706,0.1706,1.8047,-0.0025,458910.6474,4.4375,0.0,0.0,FALSE
6743438.0,0.0075,46947.5173,27.5612,1012898.302,0.0011,585.17,0.6118,0.8875,0.8875,0.3172,0.1164,0.0785,0.0785,8.0023,0.0354,0.1455,0.1455,1.7778,0.0683,2722411.1506,4.2117,0.0,0.0,TRUE
1486017.0,0.0017,46329.1076,29.712,141101.4982,2.0E-4,623.5682,1.3796,0.6091,0.6091,0.2314,4.0E-4,0.0393,0.0393,13.4223,-0.0073,0.0756,0.0756,1.8613,-0.0148,676153.1016,3.9436,0.0,0.0,FALSE
2628838.0,0.0029,33868.2222,24.7525,234815.2774,3.0E-4,513.2797,0.8574,0.7761,0.7761,0.1981,0.0021,0.0075,0.0075,21.1647,-0.0089,0.015,0.015,1.9098,-0.018,1269843.838,3.006,0.0,0.0,FALSE
9331007.0,0.0104,28319.4898,44.3963,1275796.778,0.0014,455.5512,1.5269,0.8868,0.8868,0.2324,0.0023,0.0066,0.0066,22.1293,-0.0088,0.0131,0.0131,1.9135,-0.0177,4524421.8336,3.0114,0.0,0.0,FALSE
2.1195816E7,0.0237,27498.8699,17.7481,2398074.8808,0.0027,418.9253,0.7009,0.5654,0.5654,0.1688,3.0E-4,6.0E-4,6.0E-4,33.0072,-0.0555,0.0011,0.0011,1.9412,-0.1175,1.05567675433E7,2.4127,0.0,0.0,FALSE
856217.0,0.001,46862.1288,32.6028,52969.8653,1.0E-4,630.2328,0.9318,0.8803,0.8803,0.3159,0.0024,0.0992,0.0992,8.0385,6.0E-4,0.1804,0.1804,1.7787,0.0012,364441.5144,4.1479,0.0,0.0,FALSE
1717224.0,0.0019,50061.2811,30.1458,167168.5004,2.0E-4,634.1138,0.6831,0.7606,0.7606,0.3296,0.0132,0.1652,0.1652,7.39,0.0047,0.2836,0.2836,1.7616,0.0094,674037.8173,4.7098,0.0,0.0,FALSE
708664.0,8.0E-4,35667.0851,28.4134,59253.3561,1.0E-4,559.8083,0.965,0.7967,0.7967,0.2456,0.034,0.0342,0.0342,17.1044,0.009,0.0662,0.0662,1.8895,0.0178,323659.4839,3.1678,0.0,0.0,FALSE
8336652.0,0.0093,50497.5635,40.1339,1145610.033,0.0013,619.9532,0.9415,0.762,0.762,0.2455,0.0018,0.0164,0.0164,14.4157,-0.0139,0.0323,0.0323,1.8703,-0.0281,3930069.8142,4.7726,0.0,0.0,FALSE
1501914.0,0.0017,51864.1733,38.9998,93788.6685,1.0E-4,651.2518,1.2814,0.5889,0.5889,0.248,0.0017,0.1002,0.1002,11.7451,-0.0052,0.1821,0.1821,1.8431,-0.0105,660820.3718,4.9135,0.0,0.0,FALSE
498525.0,6.0E-4,46713.6118,30.5107,33711.4935,0.0,651.8247,0.9823,0.8004,0.8004,0.285,5.0E-4,0.0982,0.0982,9.5747,-0.002,0.1789,0.1789,1.8109,-0.0039,216104.2544,3.9301,0.0,0.0,FALSE
4117449.0,0.0046,38164.521,34.4338,364934.357,4.0E-4,545.2706,0.9955,0.1575,0.1575,0.1566,1.0E-4,0.0144,0.0144,28.0297,-0.0124,0.0284,0.0284,1.9311,-0.0252,2031925.4292,3.6999,0.0,0.0,FALSE
